2024-05-06 20:49:51 CPU Usage: 18.2% | Memory Usage: 27.06% | I/O Usage (read write): 3.41 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O      PIDS
bad4d64f3501   discoveryservice      0.59%     917.6MiB / 1GiB       89.61%    1.86MB / 1.52MB   0B / 13.4MB    63 | Load Average:  1.47, 0.69, 0.41 | Process Count: 315 | Network Usage:  | Disk I/O Latency: Read:3.41 Write:8.89 | Network Latency: Min:1.333/1.630/1.980/0.215 Avg:ms Max:
2024-05-06 20:51:25 CPU Usage: 25% | Memory Usage: 27.15% | I/O Usage (read write): 3.41 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O      PIDS
58a77735eccd   edgeservice           6.61%     223.3MiB / 1GiB       21.80%    66.1MB / 84.7MB   0B / 24.4MB    39
893a597ee7e4   tripmanagementquery   3.57%     298.2MiB / 1GiB       29.12%    46.7MB / 21.1MB   0B / 26.8MB    63
a590ec851b1e   calculationservice    0.02%     4.492MiB / 1GiB       0.44%     29.6MB / 36.1MB   0B / 0B        7
ee7d2be91e49   tripmanagementcmd     11.69%    383.4MiB / 1GiB       37.44%    48.5GB / 234MB    0B / 120MB     53
542de0862de7   gmapsadapter          0.00%     51.1MiB / 1GiB        4.99%     18.6MB / 13.5MB   0B / 16.4kB    22
80cf21d912f2   notificationservice   0.00%     12.19MiB / 1GiB       1.19%     9.52MB / 1.89MB   0B / 0B        6
9bc901cb6181   userservice           0.12%     1.518GiB / 2GiB       75.90%    484kB / 561kB     0B / 20.2MB    40
4b76beba0bca   logstash              0.73%     1.078GiB / 31.34GiB   3.44%     14kB / 2.75kB     0B / 14.2MB    40
9d48986e2e38   kibana                3.39%     484.2MiB / 1GiB       47.28%    14.1MB / 70.9MB   0B / 8.19kB    12
169fc0d27e17   monitor               0.21%     726.2MiB / 2GiB       35.46%    22.8MB / 1.61MB   0B / 29.7MB    18
8e05f3f7005f   elasticsearch         0.25%     1.451GiB / 2GiB       72.54%    70.7MB / 13.8MB   0B / 43.7MB    88
8c8b2a42cbcb   mongo                 9.08%     91.7MiB / 1GiB        8.96%     200MB / 48.5GB    41kB / 140MB   23
7cac5634af4e   rabbitmq              4.12%     101.7MiB / 512MiB     19.86%    65.2MB / 65.1MB   0B / 3.34MB    40
0d83340eb2a1   mysqlserver           0.06%     177.7MiB / 1GiB       17.36%    246kB / 296kB     0B / 13.1MB    38
bad4d64f3501   discoveryservice      0.52%     917.6MiB / 1GiB       89.61%    1.86MB / 1.52MB   0B / 13.4MB    63 | Load Average:  1.24, 0.67, 0.41 | Process Count: 315 | Network Usage:  | Disk I/O Latency: Read:3.41 Write:8.89 | Network Latency: Min:1.294/1.694/1.905/0.220 Avg:ms Max:
2024-05-06 20:51:33 CPU Usage: 64.7% | Memory Usage: 27.13% | I/O Usage (read write): 3.41 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O      PIDS
58a77735eccd   edgeservice           5.71%     223.3MiB / 1GiB       21.80%    66.9MB / 85.8MB   0B / 24.5MB    39
893a597ee7e4   tripmanagementquery   3.41%     298.2MiB / 1GiB       29.13%    47.6MB / 21.5MB   0B / 26.8MB    63
a590ec851b1e   calculationservice    0.02%     4.492MiB / 1GiB       0.44%     29.6MB / 36.1MB   0B / 0B        7
ee7d2be91e49   tripmanagementcmd     9.48%     384.4MiB / 1GiB       37.53%    48.5GB / 236MB    0B / 126MB     53
542de0862de7   gmapsadapter          0.00%     51.1MiB / 1GiB        4.99%     18.6MB / 13.5MB   0B / 16.4kB    22
80cf21d912f2   notificationservice   0.01%     12.19MiB / 1GiB       1.19%     9.52MB / 1.89MB   0B / 0B        6
9bc901cb6181   userservice           0.10%     1.518GiB / 2GiB       75.90%    484kB / 561kB     0B / 20.2MB    40
4b76beba0bca   logstash              0.50%     1.078GiB / 31.34GiB   3.44%     14kB / 2.75kB     0B / 14.2MB    40
9d48986e2e38   kibana                4.52%     484.2MiB / 1GiB       47.28%    14.1MB / 71MB     0B / 8.19kB    12
169fc0d27e17   monitor               0.21%     726.2MiB / 2GiB       35.46%    22.8MB / 1.62MB   0B / 29.7MB    18
8e05f3f7005f   elasticsearch         1.00%     1.451GiB / 2GiB       72.54%    70.8MB / 13.8MB   0B / 43.7MB    89
8c8b2a42cbcb   mongo                 2.48%     92.84MiB / 1GiB       9.07%     201MB / 48.5GB    41kB / 141MB   23
7cac5634af4e   rabbitmq              3.21%     102.2MiB / 512MiB     19.95%    66MB / 65.8MB     0B / 3.34MB    40
0d83340eb2a1   mysqlserver           0.08%     177.7MiB / 1GiB       17.36%    246kB / 296kB     0B / 13.1MB    38
bad4d64f3501   discoveryservice      1.06%     917.6MiB / 1GiB       89.61%    1.86MB / 1.52MB   0B / 13.5MB    63 | Load Average:  1.14, 0.66, 0.40 | Process Count: 316 | Network Usage:  | Disk I/O Latency: Read:3.41 Write:8.89 | Network Latency: Min:1.654/1.776/1.904/0.083 Avg:ms Max:
2024-05-06 20:51:41 CPU Usage: 26.5% | Memory Usage: 27.15% | I/O Usage (read write): 3.41 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O      PIDS
58a77735eccd   edgeservice           6.40%     223.3MiB / 1GiB       21.80%    67.7MB / 86.7MB   0B / 24.5MB    39
893a597ee7e4   tripmanagementquery   2.80%     298.3MiB / 1GiB       29.13%    48.4MB / 21.8MB   0B / 26.9MB    63
a590ec851b1e   calculationservice    0.07%     4.484MiB / 1GiB       0.44%     29.6MB / 36.1MB   0B / 0B        7
ee7d2be91e49   tripmanagementcmd     12.32%    385.3MiB / 1GiB       37.63%    48.5GB / 238MB    0B / 126MB     53
542de0862de7   gmapsadapter          0.00%     51.1MiB / 1GiB        4.99%     18.6MB / 13.5MB   0B / 16.4kB    22
80cf21d912f2   notificationservice   0.06%     12.19MiB / 1GiB       1.19%     9.52MB / 1.89MB   0B / 0B        6
9bc901cb6181   userservice           0.11%     1.518GiB / 2GiB       75.90%    485kB / 562kB     0B / 20.2MB    40
4b76beba0bca   logstash              0.41%     1.078GiB / 31.34GiB   3.44%     14kB / 2.75kB     0B / 14.2MB    40
9d48986e2e38   kibana                4.03%     484.2MiB / 1GiB       47.28%    14.1MB / 71MB     0B / 8.19kB    12
169fc0d27e17   monitor               0.22%     726.2MiB / 2GiB       35.46%    22.9MB / 1.62MB   0B / 29.8MB    18
8e05f3f7005f   elasticsearch         0.38%     1.451GiB / 2GiB       72.54%    70.8MB / 13.8MB   0B / 43.7MB    89
8c8b2a42cbcb   mongo                 2.62%     94.02MiB / 1GiB       9.18%     202MB / 48.5GB    41kB / 142MB   23
7cac5634af4e   rabbitmq              3.00%     102.2MiB / 512MiB     19.97%    66.7MB / 66.5MB   0B / 3.34MB    40
0d83340eb2a1   mysqlserver           0.08%     177.7MiB / 1GiB       17.36%    246kB / 296kB     0B / 13.1MB    38
bad4d64f3501   discoveryservice      0.54%     917.6MiB / 1GiB       89.61%    1.87MB / 1.53MB   0B / 13.5MB    63 | Load Average:  1.04, 0.65, 0.40 | Process Count: 315 | Network Usage:  | Disk I/O Latency: Read:3.41 Write:8.89 | Network Latency: Min:1.533/1.736/1.951/0.165 Avg:ms Max:
2024-05-06 20:51:49 CPU Usage: 16.7% | Memory Usage: 27.15% | I/O Usage (read write): 3.41 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
58a77735eccd   edgeservice           5.70%     223.3MiB / 1GiB       21.80%    68.5MB / 87.6MB   0B / 24.5MB      39
893a597ee7e4   tripmanagementquery   4.60%     298.3MiB / 1GiB       29.13%    49.3MB / 22.2MB   0B / 26.9MB      63
a590ec851b1e   calculationservice    0.00%     4.516MiB / 1GiB       0.44%     29.6MB / 36.1MB   0B / 0B          7
ee7d2be91e49   tripmanagementcmd     10.17%    386.4MiB / 1GiB       37.74%    48.5GB / 240MB    98.3kB / 131MB   53
542de0862de7   gmapsadapter          0.00%     51.23MiB / 1GiB       5.00%     18.6MB / 13.5MB   0B / 16.4kB      22
80cf21d912f2   notificationservice   0.00%     12.19MiB / 1GiB       1.19%     9.52MB / 1.89MB   0B / 0B          6
9bc901cb6181   userservice           0.07%     1.518GiB / 2GiB       75.90%    485kB / 562kB     0B / 20.2MB      40
4b76beba0bca   logstash              0.61%     1.078GiB / 31.34GiB   3.44%     14kB / 2.75kB     0B / 14.2MB      40
9d48986e2e38   kibana                3.79%     484.2MiB / 1GiB       47.28%    14.1MB / 71MB     0B / 8.19kB      12
169fc0d27e17   monitor               0.20%     726.2MiB / 2GiB       35.46%    23MB / 1.62MB     0B / 29.8MB      18
8e05f3f7005f   elasticsearch         0.75%     1.451GiB / 2GiB       72.54%    70.9MB / 13.9MB   0B / 43.8MB      89
8c8b2a42cbcb   mongo                 2.61%     95.25MiB / 1GiB       9.30%     204MB / 48.5GB    41kB / 143MB     23
7cac5634af4e   rabbitmq              70.58%    102.4MiB / 512MiB     20.01%    67.4MB / 67.3MB   0B / 3.34MB      41
0d83340eb2a1   mysqlserver           0.05%     177.7MiB / 1GiB       17.36%    246kB / 296kB     0B / 13.1MB      38
bad4d64f3501   discoveryservice      0.55%     917.6MiB / 1GiB       89.61%    1.87MB / 1.53MB   0B / 13.5MB      63 | Load Average:  1.04, 0.66, 0.41 | Process Count: 315 | Network Usage:  | Disk I/O Latency: Read:3.41 Write:8.89 | Network Latency: Min:1.591/1.705/1.908/0.119 Avg:ms Max:
2024-05-06 20:51:56 CPU Usage: 21.9% | Memory Usage: 27.18% | I/O Usage (read write): 3.41 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
58a77735eccd   edgeservice           8.46%     223.3MiB / 1GiB       21.81%    69.3MB / 88.6MB   0B / 24.6MB      39
893a597ee7e4   tripmanagementquery   0.43%     298.3MiB / 1GiB       29.13%    49.5MB / 22.3MB   0B / 26.9MB      63
a590ec851b1e   calculationservice    5.25%     7.555MiB / 1GiB       0.74%     30.4MB / 37.1MB   0B / 0B          7
ee7d2be91e49   tripmanagementcmd     0.45%     386.6MiB / 1GiB       37.76%    48.5GB / 240MB    98.3kB / 131MB   53
542de0862de7   gmapsadapter          5.27%     54.09MiB / 1GiB       5.28%     18.9MB / 13.8MB   0B / 16.4kB      22
80cf21d912f2   notificationservice   1.84%     13.06MiB / 1GiB       1.28%     9.75MB / 1.94MB   0B / 0B          6
9bc901cb6181   userservice           0.11%     1.518GiB / 2GiB       75.90%    485kB / 562kB     0B / 20.2MB      40
4b76beba0bca   logstash              0.43%     1.078GiB / 31.34GiB   3.44%     14kB / 2.75kB     0B / 14.2MB      40
9d48986e2e38   kibana                4.47%     484.2MiB / 1GiB       47.28%    14.1MB / 71.1MB   0B / 8.19kB      12
169fc0d27e17   monitor               0.17%     726.2MiB / 2GiB       35.46%    23.1MB / 1.63MB   0B / 29.8MB      18
8e05f3f7005f   elasticsearch         3.76%     1.451GiB / 2GiB       72.54%    70.9MB / 13.9MB   0B / 43.9MB      89
8c8b2a42cbcb   mongo                 2.06%     95.76MiB / 1GiB       9.35%     204MB / 48.5GB    41kB / 144MB     23
7cac5634af4e   rabbitmq              9.16%     102.5MiB / 512MiB     20.03%    68.7MB / 68.4MB   0B / 3.34MB      40
0d83340eb2a1   mysqlserver           0.07%     177.7MiB / 1GiB       17.36%    246kB / 296kB     0B / 13.1MB      38
bad4d64f3501   discoveryservice      0.47%     917.6MiB / 1GiB       89.61%    1.87MB / 1.53MB   0B / 13.5MB      63 | Load Average:  1.03, 0.67, 0.41 | Process Count: 315 | Network Usage:  | Disk I/O Latency: Read:3.41 Write:8.89 | Network Latency: Min:1.325/1.597/1.775/0.159 Avg:ms Max:
2024-05-06 20:52:05 CPU Usage: 94.6% | Memory Usage: 27.25% | I/O Usage (read write): 3.41 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
58a77735eccd   edgeservice           8.72%     223.3MiB / 1GiB       21.81%    70.1MB / 89.6MB   0B / 24.6MB      39
893a597ee7e4   tripmanagementquery   0.46%     298.3MiB / 1GiB       29.13%    49.5MB / 22.3MB   0B / 26.9MB      63
a590ec851b1e   calculationservice    5.42%     7.555MiB / 1GiB       0.74%     31.4MB / 38.5MB   0B / 0B          7
ee7d2be91e49   tripmanagementcmd     0.39%     386.5MiB / 1GiB       37.75%    48.5GB / 240MB    98.3kB / 131MB   52
542de0862de7   gmapsadapter          4.73%     54.47MiB / 1GiB       5.32%     19.2MB / 14.2MB   0B / 16.4kB      22
80cf21d912f2   notificationservice   1.71%     16.59MiB / 1GiB       1.62%     10.1MB / 2.03MB   0B / 0B          6
9bc901cb6181   userservice           0.55%     1.518GiB / 2GiB       75.90%    485kB / 563kB     0B / 20.2MB      40
4b76beba0bca   logstash              0.59%     1.078GiB / 31.34GiB   3.44%     14kB / 2.75kB     0B / 14.3MB      40
9d48986e2e38   kibana                2.80%     484.2MiB / 1GiB       47.28%    14.2MB / 71.2MB   0B / 8.19kB      12
169fc0d27e17   monitor               2.26%     726.2MiB / 2GiB       35.46%    23.1MB / 1.63MB   0B / 29.8MB      18
8e05f3f7005f   elasticsearch         0.49%     1.451GiB / 2GiB       72.54%    71MB / 13.9MB     0B / 43.9MB      89
8c8b2a42cbcb   mongo                 2.06%     95.77MiB / 1GiB       9.35%     204MB / 48.5GB    41kB / 144MB     23
7cac5634af4e   rabbitmq              10.82%    102.6MiB / 512MiB     20.04%    69.9MB / 69.4MB   0B / 3.34MB      40
0d83340eb2a1   mysqlserver           0.06%     177.7MiB / 1GiB       17.36%    246kB / 296kB     0B / 13.1MB      38
bad4d64f3501   discoveryservice      0.61%     917.7MiB / 1GiB       89.61%    1.87MB / 1.53MB   0B / 13.5MB      63 | Load Average:  1.18, 0.71, 0.43 | Process Count: 316 | Network Usage:  | Disk I/O Latency: Read:3.41 Write:8.89 | Network Latency: Min:1.322/1.595/1.804/0.181 Avg:ms Max:
2024-05-06 20:52:14 CPU Usage: 97.2% | Memory Usage: 27.31% | I/O Usage (read write): 3.41 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
58a77735eccd   edgeservice           0.14%     223.3MiB / 1GiB       21.81%    70.8MB / 90.4MB   0B / 24.6MB      39
893a597ee7e4   tripmanagementquery   0.52%     298.3MiB / 1GiB       29.13%    49.5MB / 22.3MB   0B / 26.9MB      63
a590ec851b1e   calculationservice    0.00%     7.844MiB / 1GiB       0.77%     32.3MB / 39.6MB   0B / 0B          7
ee7d2be91e49   tripmanagementcmd     0.43%     386.5MiB / 1GiB       37.75%    48.5GB / 240MB    98.3kB / 131MB   52
542de0862de7   gmapsadapter          0.00%     57.05MiB / 1GiB       5.57%     19.5MB / 14.5MB   0B / 16.4kB      22
80cf21d912f2   notificationservice   0.10%     19.27MiB / 1GiB       1.88%     10.4MB / 2.09MB   0B / 0B          6
9bc901cb6181   userservice           0.11%     1.518GiB / 2GiB       75.90%    485kB / 563kB     0B / 20.3MB      40
4b76beba0bca   logstash              0.58%     1.078GiB / 31.34GiB   3.44%     14kB / 2.75kB     0B / 14.3MB      40
9d48986e2e38   kibana                2.72%     484.2MiB / 1GiB       47.28%    14.2MB / 71.2MB   0B / 8.19kB      12
169fc0d27e17   monitor               0.14%     726.2MiB / 2GiB       35.46%    23.2MB / 1.63MB   0B / 29.9MB      18
8e05f3f7005f   elasticsearch         0.40%     1.451GiB / 2GiB       72.54%    71MB / 13.9MB     0B / 43.9MB      89
8c8b2a42cbcb   mongo                 0.55%     95.77MiB / 1GiB       9.35%     205MB / 48.5GB    41kB / 145MB     23
7cac5634af4e   rabbitmq              0.94%     102.6MiB / 512MiB     20.04%    71MB / 70.3MB     0B / 3.34MB      40
0d83340eb2a1   mysqlserver           0.06%     177.7MiB / 1GiB       17.36%    246kB / 296kB     0B / 13.1MB      38
bad4d64f3501   discoveryservice      0.57%     917.7MiB / 1GiB       89.61%    1.87MB / 1.53MB   0B / 13.5MB      63 | Load Average:  1.49, 0.78, 0.46 | Process Count: 315 | Network Usage:  | Disk I/O Latency: Read:3.41 Write:8.89 | Network Latency: Min:1.316/1.630/1.910/0.193 Avg:ms Max:
2024-05-06 20:52:22 CPU Usage: 89.2% | Memory Usage: 27.32% | I/O Usage (read write): 3.41 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
58a77735eccd   edgeservice           8.15%     223.3MiB / 1GiB       21.81%    71.6MB / 91.4MB   0B / 24.6MB      39
893a597ee7e4   tripmanagementquery   0.43%     298.3MiB / 1GiB       29.13%    49.5MB / 22.3MB   0B / 27MB        63
a590ec851b1e   calculationservice    5.18%     7.684MiB / 1GiB       0.75%     33.3MB / 40.9MB   0B / 0B          7
ee7d2be91e49   tripmanagementcmd     0.40%     386.5MiB / 1GiB       37.75%    48.5GB / 240MB    98.3kB / 133MB   52
542de0862de7   gmapsadapter          3.52%     57.19MiB / 1GiB       5.59%     19.9MB / 14.9MB   0B / 16.4kB      22
80cf21d912f2   notificationservice   1.65%     19.39MiB / 1GiB       1.89%     10.7MB / 2.16MB   0B / 0B          6
9bc901cb6181   userservice           0.08%     1.518GiB / 2GiB       75.90%    485kB / 563kB     0B / 20.3MB      40
4b76beba0bca   logstash              0.44%     1.078GiB / 31.34GiB   3.44%     14kB / 2.75kB     0B / 14.3MB      40
9d48986e2e38   kibana                3.14%     484.2MiB / 1GiB       47.28%    14.2MB / 71.3MB   0B / 8.19kB      12
169fc0d27e17   monitor               0.17%     726.2MiB / 2GiB       35.46%    23.2MB / 1.63MB   0B / 29.9MB      18
8e05f3f7005f   elasticsearch         0.59%     1.451GiB / 2GiB       72.54%    71.1MB / 13.9MB   0B / 43.9MB      89
8c8b2a42cbcb   mongo                 2.29%     95.78MiB / 1GiB       9.35%     205MB / 48.5GB    41kB / 145MB     23
7cac5634af4e   rabbitmq              56.54%    102.9MiB / 512MiB     20.09%    72.2MB / 71.4MB   0B / 3.34MB      41
0d83340eb2a1   mysqlserver           0.06%     177.7MiB / 1GiB       17.36%    246kB / 296kB     0B / 13.1MB      38
bad4d64f3501   discoveryservice      0.44%     917.7MiB / 1GiB       89.62%    1.87MB / 1.53MB   0B / 13.5MB      63 | Load Average:  1.96, 0.91, 0.50 | Process Count: 315 | Network Usage:  | Disk I/O Latency: Read:3.41 Write:8.89 | Network Latency: Min:1.350/1.724/2.390/0.352 Avg:ms Max:
2024-05-06 20:52:31 CPU Usage: 84.6% | Memory Usage: 27.33% | I/O Usage (read write): 3.41 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
58a77735eccd   edgeservice           4.18%     223.3MiB / 1GiB       21.81%    71.8MB / 91.7MB   0B / 24.7MB      39
893a597ee7e4   tripmanagementquery   0.47%     298.3MiB / 1GiB       29.13%    49.5MB / 22.3MB   0B / 27MB        63
a590ec851b1e   calculationservice    2.89%     7.562MiB / 1GiB       0.74%     33.6MB / 41.3MB   0B / 0B          7
ee7d2be91e49   tripmanagementcmd     0.43%     386.5MiB / 1GiB       37.75%    48.5GB / 240MB    98.3kB / 133MB   52
542de0862de7   gmapsadapter          2.20%     57.31MiB / 1GiB       5.60%     20MB / 15MB       0B / 16.4kB      22
80cf21d912f2   notificationservice   1.12%     19.4MiB / 1GiB        1.89%     10.9MB / 2.18MB   0B / 0B          6
9bc901cb6181   userservice           0.11%     1.518GiB / 2GiB       75.90%    485kB / 563kB     0B / 20.3MB      40
4b76beba0bca   logstash              0.33%     1.078GiB / 31.34GiB   3.44%     14kB / 2.75kB     0B / 14.3MB      40
9d48986e2e38   kibana                3.30%     484.2MiB / 1GiB       47.28%    14.2MB / 71.3MB   0B / 8.19kB      12
169fc0d27e17   monitor               0.22%     726.2MiB / 2GiB       35.46%    23.3MB / 1.63MB   0B / 29.9MB      18
8e05f3f7005f   elasticsearch         0.80%     1.451GiB / 2GiB       72.54%    71.1MB / 13.9MB   0B / 43.9MB      89
8c8b2a42cbcb   mongo                 1.37%     95.83MiB / 1GiB       9.36%     205MB / 48.5GB    41kB / 150MB     23
7cac5634af4e   rabbitmq              5.95%     102.8MiB / 512MiB     20.07%    72.6MB / 71.8MB   0B / 3.34MB      40
0d83340eb2a1   mysqlserver           0.06%     177.7MiB / 1GiB       17.36%    246kB / 296kB     0B / 13.1MB      38
bad4d64f3501   discoveryservice      0.49%     917.7MiB / 1GiB       89.62%    1.87MB / 1.53MB   0B / 13.5MB      63 | Load Average:  3.36, 1.24, 0.61 | Process Count: 315 | Network Usage:  | Disk I/O Latency: Read:3.41 Write:8.89 | Network Latency: Min:1.501/1.738/1.869/0.145 Avg:ms Max:
2024-05-06 20:52:39 CPU Usage: 91.4% | Memory Usage: 27.30% | I/O Usage (read write): 3.41 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
